cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000597845.1|WP_001139279.1,11,Core,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,N-acyltransferase activity|0016410||IEA,"GO:0009245,GO:0016410"
GCF_000597845.1|WP_001139613.1,11,Core,folE,GTP cyclohydrolase I FolE,GTP cyclohydrolase I activity|0003934||IEA,"GO:0046654,GO:0003934"
GCF_000597845.1|WP_001140251.1,11,Core,ppiC,peptidylprolyl isomerase PpiC,,
GCF_000597845.1|WP_001140433.1,11,Core,rpmD,50S ribosomal protein L30,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0015934"
GCF_000597845.1|WP_001140641.1,11,Core,leuC,3-isopropylmalate dehydratase large subunit,"3-isopropylmalate dehydratase activity|0003861||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","GO:0009098,GO:0003861,GO:0051539,GO:0009316"
GCF_000597845.1|WP_001141195.1,11,Core,yjiJ,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_001142439.1,11,Core,yaiA,protein YaiA,,
GCF_000597845.1|WP_001142445.1,10,Accessory,yniD,small membrane protein YniD,,
GCF_000597845.1|WP_001142708.1,7,Accessory,gspC,type II secretion system protein GspC,,"GO:0015628,GO:0015627"
GCF_000597845.1|WP_001143120.1,11,Core,yccJ,YccJ family protein,,
GCF_000597845.1|WP_001143237.1,11,Core,yjjI,YjjI family glycine radical enzyme,catalytic activity|0003824||IEA,GO:0003824
GCF_000597845.1|WP_001143558.1,11,Core,ybcI,metal-dependent hydrolase,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA","GO:0016787,GO:0046872,GO:0016020"
GCF_000597845.1|WP_001144069.1,11,Core,rpsU,30S ribosomal protein S21,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_001144202.1,11,Core,thrS,threonine--tRNA ligase,"threonine-tRNA ligase activity|0004829||IEA,ATP binding|0005524||IEA","GO:0006435,GO:0004829,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001144297.1,11,Core,ppdB,prepilin peptidase-dependent protein,,
GCF_000597845.1|WP_001144615.1,11,Core,trhO,rhodanese-related sulfurtransferase,,
GCF_000597845.1|WP_001145126.1,10,Accessory,ybiA,N-glycosidase YbiA,,
GCF_000597845.1|WP_001145183.1,11,Core,rffC,dTDP-4-amino-4%2C6-dideoxy-D-galactose acyltransferase,N-acetyltransferase activity|0008080||IEA,GO:0008080
GCF_000597845.1|WP_001145827.1,11,Core,prmA,50S ribosomal protein L11 methyltransferase,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,"GO:0036211,GO:0008757"
GCF_000597845.1|WP_001146444.1,11,Core,chaB,putative cation transport regulator ChaB,,
GCF_000597845.1|WP_001147279.1,9,Accessory,ykgL,protein YkgL,,
GCF_000597845.1|WP_001147439.1,9,Accessory,modE,molybdenum-dependent transcriptional regulator,"DNA-binding transcription factor activity|0003700||IEA,molybdenum ion binding|0030151||IEA","GO:0006355,GO:0015689,GO:0003700,GO:0030151"
GCF_000597845.1|WP_001148001.1,11,Core,greA,transcription elongation factor GreA,"DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA","GO:0032784,GO:0003677,GO:0070063"
GCF_000597845.1|WP_001148403.1,11,Core,yabI,DedA family protein,,GO:0016020
GCF_000597845.1|WP_001148481.1,11,Core,yhdH,MDR family oxidoreductase,"alcohol dehydrogenase (NAD+) activity|0004022||IEA,zinc ion binding|0008270||IEA,adenyl nucleotide binding|0030554||IEA","GO:0004022,GO:0008270,GO:0030554"
GCF_000597845.1|WP_001149581.1,10,Accessory,xylA,xylose isomerase,xylose isomerase activity|0009045||IEA,"GO:0042732,GO:0009045"
GCF_000597845.1|WP_001149756.1,11,Core,rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,rRNA methyltransferase activity|0008649||IEA,"GO:0016070,GO:0008649"
GCF_000597845.1|WP_001150449.1,11,Core,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,"zinc ion binding|0008270||IEA,5-amino-6-(5-phosphoribosylamino)uracil reductase activity|0008703||IEA,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity|0008835||IEA,NADP binding|0050661||IEA","GO:0008270,GO:0008703,GO:0008835,GO:0050661"
GCF_000597845.1|WP_001151437.1,11,Core,wrbA,NAD(P)H:quinone oxidoreductase,"NAD(P)H dehydrogenase (quinone) activity|0003955||IEA,FMN binding|0010181||IEA","GO:0003955,GO:0010181"
GCF_000597845.1|WP_001151604.1,11,Core,serA,phosphoglycerate dehydrogenase,"oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,NAD binding|0051287||IEA","GO:0016616,GO:0051287"
GCF_000597845.1|WP_001153148.1,11,Core,ybdG,mechanosensitive ion channel YbdG,,
GCF_000597845.1|WP_001153619.1,11,Core,slyX,protein SlyX,,
GCF_000597845.1|WP_001154167.1,11,Core,btuE,bifunctional thioredoxin/glutathione peroxidase,,
GCF_000597845.1|WP_001154276.1,9,Accessory,sdiA,transcriptional regulator SdiA,DNA binding|0003677||IEA,"GO:0006355,GO:0003677"
GCF_000597845.1|WP_001155227.1,11,Core,dksA,RNA polymerase-binding protein DksA,,
GCF_000597845.1|WP_001156181.1,11,Core,yibN,rhodanese-like domain-containing protein,,
GCF_000597845.1|WP_001157751.1,11,Core,ompR,osmolarity response regulator transcription factor OmpR,DNA binding|0003677||IEA,"GO:0000160,GO:0006355,GO:0003677"
GCF_000597845.1|WP_001157987.1,11,Core,mnmH,tRNA 2-selenouridine(34) synthase MnmH,tRNA 2-selenouridine synthase activity|0043828||IEA,"GO:0002098,GO:0043828"
GCF_000597845.1|WP_001158220.1,11,Core,tcyL,cystine ABC transporter permease,,
GCF_000597845.1|WP_001158931.1,11,Core,fhuC,Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC,ATP binding|0005524||IEA,GO:0005524
GCF_000597845.1|WP_001159160.1,11,Core,murQ,N-acetylmuramic acid 6-phosphate etherase,carbon-oxygen lyase activity|0016835||IEA,"GO:0009254,GO:0046348,GO:0016835"
GCF_000597845.1|WP_001160187.1,11,Core,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,,
GCF_000597845.1|WP_001160654.1,11,Core,dapF,diaminopimelate epimerase,diaminopimelate epimerase activity|0008837||IEA,"GO:0009089,GO:0008837"
GCF_000597845.1|WP_001160737.1,11,Core,ybjQ,heavy metal-binding domain-containing protein,,
GCF_000597845.1|WP_001161664.1,11,Core,rsfS,ribosome silencing factor,ribosome binding|0043022||IEA,"GO:0017148,GO:0043022"
GCF_000597845.1|WP_001161724.1,1,Singleton,,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000597845.1|WP_001162094.1,11,Core,rpoA,DNA-directed RNA polymerase subunit alpha,DNA-directed RNA polymerase activity|0003899||IEA,"GO:0006351,GO:0003899"
GCF_000597845.1|WP_001163141.1,11,Core,yhjJ,M16 family metallopeptidase,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA","GO:0008237,GO:0046872"
GCF_000597845.1|WP_001164544.1,11,Core,yqcE,MFS transporter,"nitrate transmembrane transporter activity|0015112||IEA,transmembrane transporter activity|0022857||IEA","GO:0055085,GO:0015112,GO:0022857"
GCF_000597845.1|WP_001165668.1,9,Accessory,elfG,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000597845.1|WP_001166232.1,11,Core,thiS,sulfur carrier protein ThiS,catalytic activity|0003824||IEA,"GO:0009228,GO:0003824"
GCF_000597845.1|WP_001166353.1,11,Core,narW,nitrate reductase molybdenum cofactor assembly chaperone,unfolded protein binding|0051082||IEA,"GO:0051131,GO:0051082"
GCF_000597845.1|WP_001167676.1,11,Core,yhjB,helix-turn-helix transcriptional regulator,DNA binding|0003677||IEA,"GO:0000160,GO:0006355,GO:0003677"
GCF_000597845.1|WP_001168459.1,11,Core,rseA,anti-sigma-E factor RseA,sigma factor antagonist activity|0016989||IEA,GO:0016989
GCF_000597845.1|WP_001168544.1,11,Core,glyQ,glycine--tRNA ligase subunit alpha,"nucleotide binding|0000166||IEA,glycine-tRNA ligase activity|0004820||IEA,ATP binding|0005524||IEA","GO:0006426,GO:0000166,GO:0004820,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001169669.1,11,Core,ychN,DsrE/F sulfur relay family protein YchN,,
GCF_000597845.1|WP_001170162.1,11,Core,ansA,asparaginase,asparaginase activity|0004067||IEA,"GO:0006520,GO:0004067"
GCF_000597845.1|WP_001170683.1,11,Core,manA,mannose-6-phosphate isomerase,"mannose-6-phosphate isomerase activity|0004476||IEA,zinc ion binding|0008270||IEA","GO:0009298,GO:0004476,GO:0008270"
GCF_000597845.1|WP_001170848.1,11,Core,ulaF,L-ribulose-5-phosphate 4-epimerase UlaF,,
GCF_000597845.1|WP_001171873.1,11,Core,coaD,pantetheine-phosphate adenylyltransferase,pantetheine-phosphate adenylyltransferase activity|0004595||IEA,"GO:0015937,GO:0004595"
GCF_000597845.1|WP_001173343.1,11,Core,ghoT,type V toxin-antitoxin system toxin GhoT,,
GCF_000597845.1|WP_001173673.1,11,Core,cysC,adenylyl-sulfate kinase,"adenylylsulfate kinase activity|0004020||IEA,ATP binding|0005524||IEA","GO:0000103,GO:0004020,GO:0005524"
GCF_000597845.1|WP_001174735.1,11,Core,rdgB,XTP/dITP diphosphatase,nucleoside triphosphate diphosphatase activity|0047429||IEA,"GO:0009143,GO:0047429"
GCF_000597845.1|WP_001175728.1,11,Core,panF,sodium/pantothenate symporter,"sodium ion transmembrane transporter activity|0015081||IEA,pantothenate transmembrane transporter activity|0015233||IEA","GO:0015887,GO:0036376,GO:0015081,GO:0015233,GO:0016020"
GCF_000597845.1|WP_001176295.1,11,Core,ribA,GTP cyclohydrolase II,GTP cyclohydrolase II activity|0003935||IEA,GO:0003935
GCF_000597845.1|WP_001176599.1,11,Core,hpf,ribosome hibernation promoting factor,,GO:0044238
GCF_000597845.1|WP_001176745.1,11,Core,atpA,F0F1 ATP synthase subunit alpha,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,"GO:0015986,GO:0046933,GO:0045259"
GCF_000597845.1|WP_001177048.1,11,Core,bamB,outer membrane protein assembly factor BamB,protein binding|0005515||IEA,GO:0005515
GCF_000597845.1|WP_001177639.1,11,Core,nsrR,nitric oxide-sensing transcriptional repressor NsrR,,
GCF_000597845.1|WP_001180626.1,9,Accessory,mhpR,DNA-binding transcriptional regulator,DNA binding|0003677||IEA,"GO:0006355,GO:0003677"
GCF_000597845.1|WP_001181004.1,11,Core,rpsJ,30S ribosomal protein S10,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA","GO:0006412,GO:0003723,GO:0003735,GO:0005840"
GCF_000597845.1|WP_001181324.1,10,Accessory,treR,trehalose operon repressor TreR,DNA binding|0003677||IEA,"GO:0005991,GO:0006355,GO:0045892,GO:0003677"
GCF_000597845.1|WP_001181473.1,11,Core,sucA,2-oxoglutarate dehydrogenase E1 component,"oxoglutarate dehydrogenase (succinyl-transferring) activity|0004591||IEA,thiamine pyrophosphate binding|0030976||IEA","GO:0006099,GO:0004591,GO:0030976,GO:0045252"
GCF_000597845.1|WP_001181706.1,11,Core,ilvN,acetolactate synthase small subunit,,
GCF_000597845.1|WP_001182363.1,11,Core,punC,purine nucleoside transporter PunC,xenobiotic transmembrane transporter activity|0042910||IEA,"GO:1990961,GO:0042910,GO:0016020"
GCF_000597845.1|WP_001182650.1,11,Core,wecH,O-acetyltransferase WecH,,
GCF_000597845.1|WP_001184045.1,11,Core,mepM,murein DD-endopeptidase MepM,peptidoglycan binding|0042834||IEA,GO:0042834
GCF_000597845.1|WP_001185290.1,11,Core,yaeQ,YaeQ family protein,,
GCF_000597845.1|WP_001185665.1,11,Core,minE,cell division topological specificity factor MinE,,GO:0032955
GCF_000597845.1|WP_001185727.1,11,Core,cutC,copper homeostasis protein CutC,copper ion binding|0005507||IEA,"GO:0055070,GO:0005507"
GCF_000597845.1|WP_001186374.1,11,Core,yeaE,methylglyoxal reductase YeaE,,
GCF_000597845.1|WP_001186424.1,11,Core,hyaC,Ni/Fe-hydrogenase b-type cytochrome subunit,,
GCF_000597845.1|WP_001186469.1,9,Accessory,paaZ,phenylacetic acid degradation bifunctional protein PaaZ,,
GCF_000597845.1|WP_001186650.1,11,Core,dapD,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase activity|0008666||IEA,"GO:0009089,GO:0008666"
GCF_000597845.1|WP_001187173.1,11,Core,cadC,lysine decarboxylation/transport transcriptional activator CadC,,
GCF_000597845.1|WP_001187559.1,11,Core,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,"IMP cyclohydrolase activity|0003937||IEA,phosphoribosylaminoimidazolecarboxamide formyltransferase activity|0004643||IEA","GO:0009152,GO:0003937,GO:0004643"
GCF_000597845.1|WP_001188343.1,11,Core,pxpB,5-oxoprolinase subunit PxpB,5-oxoprolinase (ATP-hydrolyzing) activity|0017168||IEA,"GO:0005975,GO:0008152,GO:0017168"
GCF_000597845.1|WP_001188520.1,11,Core,dicD,transcriptional regulator,DNA binding|0003677||IEA,GO:0003677
GCF_000597845.1|WP_001188905.1,11,Core,ybaN,DUF454 family protein,,
GCF_000597845.1|WP_001189201.1,9,Accessory,paaD,1%2C2-phenylacetyl-CoA epoxidase subunit PaaD,,GO:0010124
GCF_000597845.1|WP_001189321.1,11,Core,csgG,curli production assembly/transport protein CsgG,,
GCF_000597845.1|WP_001190062.1,11,Core,nikR,nickel-responsive transcriptional regulator NikR,"DNA binding|0003677||IEA,nickel cation binding|0016151||IEA","GO:0006355,GO:0010045,GO:0003677,GO:0016151"
GCF_000597845.1|WP_001190363.1,10,Accessory,ycaK,NAD(P)H oxidoreductase,,
GCF_000597845.1|WP_001191417.1,11,Core,menF,isochorismate synthase MenF,isochorismate synthase activity|0008909||IEA,GO:0008909
GCF_000597845.1|WP_001192185.1,11,Core,ubiI,FAD-dependent 2-octaprenylphenol hydroxylase,"oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen%2C NAD(P)H as one donor%2C and incorporation of one atom of oxygen|0016709||IEA,FAD binding|0071949||IEA","GO:0006744,GO:0016709,GO:0071949"
GCF_000597845.1|WP_001192396.1,11,Core,rfaH,transcription/translation regulatory transformer protein RfaH,,GO:0006355
GCF_000597845.1|WP_001192790.1,11,Core,idi,isopentenyl-diphosphate Delta-isomerase,isopentenyl-diphosphate delta-isomerase activity|0004452||IEA,"GO:0008299,GO:0004452"
GCF_000597845.1|WP_001193500.1,7,Accessory,phnE,phosphonate ABC transporter%2C permease protein PhnE,ABC-type phosphonate transporter activity|0015416||IEA,"GO:0015716,GO:0015416,GO:0005886,GO:0055052"
GCF_000597845.1|WP_001194534.1,11,Core,fadM,long-chain acyl-CoA thioesterase FadM,,
GCF_000597845.1|WP_001194661.1,11,Core,glcF,glycolate oxidase subunit GlcF,iron-sulfur cluster binding|0051536||IEA,GO:0051536
GCF_000597845.1|WP_001194734.1,11,Core,zapD,cell division protein ZapD,,
GCF_000597845.1|WP_001195025.1,11,Core,recR,recombination mediator RecR,"DNA binding|0003677||IEA,metal ion binding|0046872||IEA","GO:0006281,GO:0006310,GO:0003677,GO:0046872"
GCF_000597845.1|WP_001195231.1,11,Core,grxA,glutaredoxin 1,,
GCF_000597845.1|WP_001195819.1,11,Core,sixA,phosphohistidine phosphatase SixA,protein histidine phosphatase activity|0101006||IEA,"GO:0036211,GO:0101006,GO:0005737"
GCF_000597845.1|WP_001196062.1,11,Core,rplI,50S ribosomal protein L9,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_001196238.1,11,Core,bioP,biotin transporter,,
GCF_000597845.1|WP_001196283.1,11,Core,yfhL,4Fe-4S dicluster ferredoxin YfhL,,
GCF_000597845.1|WP_001196530.1,11,Core,sufE,cysteine desulfuration protein SufE,,
GCF_000597845.1|WP_001197646.1,11,Core,glgA,glycogen synthase GlgA,alpha-1%2C4-glucan glucosyltransferase (UDP-glucose donor) activity|0004373||IEA,GO:0004373
GCF_000597845.1|WP_001198386.1,11,Core,tig,trigger factor,"peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,unfolded protein binding|0051082||IEA","GO:0015031,GO:0051083,GO:0003755,GO:0051082,GO:0005854"
GCF_000597845.1|WP_001198722.1,11,Core,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,,
GCF_000597845.1|WP_001198807.1,11,Core,yhaI,DUF805 domain-containing protein,,GO:0016020
GCF_000597845.1|WP_001199295.1,11,Core,tas,NADP(H)-dependent aldo-keto reductase,D-threo-aldose 1-dehydrogenase activity|0047834||IEA,GO:0047834
GCF_000597845.1|WP_001199352.1,11,Core,uxaA,altronate dehydratase,,
GCF_000597845.1|WP_001199471.1,11,Core,efeB,iron uptake transporter deferrochelatase/peroxidase subunit,"peroxidase activity|0004601||IEA,heme binding|0020037||IEA","GO:0033212,GO:0004601,GO:0020037"
GCF_000597845.1|WP_001199973.1,11,Core,queE,7-carboxy-7-deazaguanine synthase QueE,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0051539,GO:1904047"
GCF_000597845.1|WP_001200455.1,11,Core,feoA,ferrous iron transporter A,,
GCF_000597845.1|WP_001200579.1,11,Core,djlA,co-chaperone DjlA,protein-folding chaperone binding|0051087||IEA,GO:0051087
GCF_000597845.1|WP_001200766.1,11,Core,yphH,ROK family protein,,
GCF_000597845.1|WP_001201560.1,11,Core,ybjC,DUF1418 family protein,,
GCF_000597845.1|WP_001202329.1,11,Core,rcsF,Rcs stress response system protein RcsF,,
GCF_000597845.1|WP_001203437.1,11,Core,bamE,outer membrane protein assembly factor BamE,,
GCF_000597845.1|WP_001207201.1,11,Core,rplJ,50S ribosomal protein L10,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0015934"
GCF_000597845.1|WP_001207283.1,11,Core,yebS,membrane integrity lipid transport subunit YebS,,
GCF_000597845.1|WP_001207634.1,11,Core,yjbD,DUF3811 domain-containing protein,,
GCF_000597845.1|WP_001208814.1,4,Accessory,,DUF2625 domain-containing protein,,
GCF_000597845.1|WP_001209680.1,11,Core,tusD,sulfurtransferase complex subunit TusD,sulfurtransferase activity|0016783||IEA,"GO:0008033,GO:0016783"
GCF_000597845.1|WP_001209921.1,11,Core,glpB,glycerol-3-phosphate dehydrogenase subunit GlpB,glycerol-3-phosphate dehydrogenase (quinone) activity|0004368||IEA,GO:0004368
GCF_000597845.1|WP_001211011.1,11,Core,yobH,YobH family protein,,
GCF_000597845.1|WP_001211521.1,7,Accessory,,hypothetical protein,,
GCF_000597845.1|WP_001211587.1,11,Core,ccmH,cytochrome c-type biogenesis thiol:disulfide oxidoreductase CcmH,,
GCF_000597845.1|WP_001212391.1,11,Core,yfiR,YfiR family protein,,
GCF_000597845.1|WP_001212619.1,11,Core,dacB,serine-type D-Ala-D-Ala carboxypeptidase,serine-type carboxypeptidase activity|0004185||IEA,"GO:0006508,GO:0004185"
GCF_000597845.1|WP_001212781.1,11,Core,flgL,flagellar hook-associated protein FlgL,structural molecule activity|0005198||IEA,"GO:0001539,GO:0005198,GO:0009424"
GCF_000597845.1|WP_001212981.1,11,Core,hypD,hydrogenase formation protein HypD,metallochaperone activity|0016530||IEA,"GO:0036211,GO:0016530"
GCF_000597845.1|WP_001214316.1,11,Core,torY,NapC/NirT family cytochrome c,,
GCF_000597845.1|WP_001215339.1,10,Accessory,ynjB,ABC transporter substrate-binding protein,,
GCF_000597845.1|WP_001215861.1,11,Core,qseG,two-component system QseEF-associated lipoprotein QseG,,
GCF_000597845.1|WP_001216257.1,11,Core,yhhJ,ABC transporter permease,ABC-type transporter activity|0140359||IEA,"GO:0140359,GO:0016020"
GCF_000597845.1|WP_001216325.1,11,Core,tpiA,triose-phosphate isomerase,triose-phosphate isomerase activity|0004807||IEA,"GO:0006096,GO:0004807"
GCF_000597845.1|WP_001216368.1,11,Core,rplQ,50S ribosomal protein L17,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_001216521.1,11,Core,proX,glycine betaine/L-proline ABC transporter substrate-binding protein ProX,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0043190"
GCF_000597845.1|WP_001216675.1,11,Core,rpsF,30S ribosomal protein S6,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0000314,GO:0022627"
GCF_000597845.1|WP_001216963.1,11,Core,yohO,protein YohO,,
GCF_000597845.1|WP_001217337.1,11,Core,guaC,GMP reductase,GMP reductase activity|0003920||IEA,"GO:0009117,GO:0003920,GO:1902560"
GCF_000597845.1|WP_001219160.1,11,Core,ytfP,gamma-glutamylcyclotransferase family protein,gamma-glutamylaminecyclotransferase activity|0061929||IEA,GO:0061929
GCF_000597845.1|WP_001219242.1,11,Core,ispF,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase activity|0008685||IEA,"GO:0019288,GO:0008685"
GCF_000597845.1|WP_001219321.1,11,Core,mak,fructokinase,,
GCF_000597845.1|WP_001219350.1,11,Core,yoaK,YoaK family small membrane protein,,
GCF_000597845.1|WP_001219806.1,11,Core,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,acid-amino acid ligase activity|0016881||IEA,"GO:0009252,GO:0071555,GO:0016881"
GCF_000597845.1|WP_001219954.1,11,Core,ebgC,beta-galactosidase subunit beta,,
GCF_000597845.1|WP_001220233.1,11,Core,adk,adenylate kinase,"adenylate kinase activity|0004017||IEA,ATP binding|0005524||IEA","GO:0006139,GO:0004017,GO:0005524"
GCF_000597845.1|WP_001220966.1,11,Core,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,,GO:0002949
GCF_000597845.1|WP_001221319.1,11,Core,sbcD,exonuclease subunit SbcD,exonuclease activity|0004527||IEA,"GO:0006260,GO:0006310,GO:0004527"
GCF_000597845.1|WP_001221939.1,11,Core,hybD,HyaD/HybD family hydrogenase maturation endopeptidase,,
GCF_000597845.1|WP_001222883.1,11,Core,dppA,dipeptide ABC transporter substrate-binding protein DppA,,
GCF_000597845.1|WP_001223181.1,10,Accessory,yjtD,tRNA/rRNA methyltransferase,,
GCF_000597845.1|WP_001223227.1,11,Core,nrdH,glutaredoxin-like protein NrdH,,
GCF_000597845.1|WP_001223800.1,11,Core,cpxP,cell-envelope stress modulator CpxP,,
GCF_000597845.1|WP_001224575.1,9,Accessory,ybcH,DUF4434 family protein,,
GCF_000597845.1|WP_001225279.1,11,Core,ycfL,YcfL family protein,,
GCF_000597845.1|WP_001225679.1,11,Core,dpaA,peptidoglycan meso-diaminopimelic acid protein amidase,,
GCF_000597845.1|WP_001225855.1,11,Core,yfaP,YfaP family protein,,
GCF_000597845.1|WP_001226164.1,10,Accessory,dinB,DNA polymerase IV,"damaged DNA binding|0003684||IEA,DNA-directed DNA polymerase activity|0003887||IEA","GO:0006281,GO:0003684,GO:0003887"
GCF_000597845.1|WP_001226602.1,11,Core,rffG,dTDP-glucose 4%2C6-dehydratase,dTDP-glucose 4%2C6-dehydratase activity|0008460||IEA,"GO:0009225,GO:0008460"
GCF_000597845.1|WP_001226928.1,11,Core,aphA,acid phosphatase AphA,acid phosphatase activity|0003993||IEA,"GO:0003993,GO:0030288"
GCF_000597845.1|WP_001226955.1,11,Core,,acyl CoA:acetate/3-ketoacid CoA transferase,,
GCF_000597845.1|WP_001228984.1,11,Core,spy,ATP-independent periplasmic protein-refolding chaperone Spy,,GO:0042597
GCF_000597845.1|WP_001229445.1,11,Core,ygaP,thiosulfate sulfurtransferase YgaP,,
GCF_000597845.1|WP_001230087.1,11,Core,argH,argininosuccinate lyase,argininosuccinate lyase activity|0004056||IEA,"GO:0042450,GO:0004056"
GCF_000597845.1|WP_001230983.1,11,Core,yafD,endonuclease/exonuclease/phosphatase family protein,,
GCF_000597845.1|WP_001231428.1,11,Core,rlpA,endolytic peptidoglycan transglycosylase RlpA,peptidoglycan binding|0042834||IEA,GO:0042834
GCF_000597845.1|WP_001232255.1,11,Core,cybC,cytochrome b562,"iron ion binding|0005506||IEA,electron transfer activity|0009055||IEA","GO:0022900,GO:0005506,GO:0009055,GO:0042597"
GCF_000597845.1|WP_001232412.1,11,Core,hflC,protease modulator HflC,,
GCF_000597845.1|WP_001234053.1,11,Core,ydcK,YdcK family protein,,
GCF_000597845.1|WP_001234311.1,11,Core,fepB,Fe2+-enterobactin ABC transporter substrate-binding protein,,
GCF_000597845.1|WP_001234777.1,11,Core,dcd,dCTP deaminase,dCTP deaminase activity|0008829||IEA,"GO:0006229,GO:0008829"
GCF_000597845.1|WP_001234850.1,11,Core,rsuA,16S rRNA pseudouridine(516) synthase RsuA,,
GCF_000597845.1|WP_001235263.1,11,Core,sdhB,succinate dehydrogenase iron-sulfur subunit SdhB,,
GCF_000597845.1|WP_001236645.1,6,Accessory,ykfM,protein YkfM,,
GCF_000597845.1|WP_001236847.1,11,Core,mscM,miniconductance mechanosensitive channel MscM,,"GO:0055085,GO:0016020"
GCF_000597845.1|WP_001237072.1,11,Core,nagB,glucosamine-6-phosphate deaminase,glucosamine-6-phosphate deaminase activity|0004342||IEA,"GO:0006044,GO:0004342"
GCF_000597845.1|WP_001237205.1,11,Core,yceK,YceK/YidQ family lipoprotein,,
GCF_000597845.1|WP_001237796.1,11,Core,gloA,lactoylglutathione lyase,,
GCF_000597845.1|WP_001237875.1,11,Core,yecR,YecR-like lipofamily protein,,
GCF_000597845.1|WP_001238231.1,11,Core,ybaE,SgrR family transcriptional regulator,,
GCF_000597845.1|WP_001238890.1,11,Core,rep,DNA helicase Rep,DNA helicase activity|0003678||IEA,"GO:0006260,GO:0003678"
GCF_000597845.1|WP_001238917.1,11,Core,rplO,50S ribosomal protein L15,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0015934"
GCF_000597845.1|WP_001239441.1,11,Core,cyoA,cytochrome o ubiquinol oxidase subunit II,cytochrome-c oxidase activity|0004129||IEA,"GO:0022900,GO:0004129"
GCF_000597845.1|WP_001239650.1,11,Core,cmtB,PTS mannitol transporter subunit IIA,,
GCF_000597845.1|WP_001240088.1,11,Core,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,,
GCF_000597845.1|WP_001240712.1,11,Core,exbD,TonB system transport protein ExbD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857"
GCF_000597845.1|WP_001240896.1,11,Core,bamA,outer membrane protein assembly factor BamA,,"GO:0071709,GO:0009279"
GCF_000597845.1|WP_001241469.1,11,Core,csrD,RNase E specificity factor CsrD,,
GCF_000597845.1|WP_001241561.1,11,Core,cedA,cell division activator CedA,,
GCF_000597845.1|WP_001241678.1,11,Core,aat,leucyl/phenylalanyl-tRNA--protein transferase,leucyl-tRNA--protein transferase activity|0008914||IEA,"GO:0006508,GO:0008914"
GCF_000597845.1|WP_001243355.1,1,Singleton,kil,host cell division inhibitory peptide Kil,,
