cluster,protein,genome,protein_id,gene,locus_tag,product,go_function,ontology_term
GCF_000597845.1|WP_000130189.1,GCF_000833635.2|WP_000130185.1,GCF_000833635.2,WP_000130185.1,tal,USML2_RS01025,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000833635.2|WP_001003709.1,GCF_000833635.2,WP_001003709.1,tal,USML2_RS11585,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000952955.1|WP_000130185.1,GCF_000952955.1,WP_000130185.1,tal,ECRV308_RS00045,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000952955.1|WP_001003709.1,GCF_000952955.1,WP_001003709.1,tal,ECRV308_RS12565,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000953515.1|WP_000130185.1,GCF_000953515.1,WP_000130185.1,tal,ECHMS174_RS00045,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000953515.1|WP_001003709.1,GCF_000953515.1,WP_001003709.1,tal,ECHMS174_RS12575,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000971615.1|WP_000130189.1,GCF_000971615.1,WP_000130189.1,tal,VK74_RS12990,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000971615.1|WP_001003709.1,GCF_000971615.1,WP_001003709.1,tal,VK74_RS23505,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000987875.1|WP_000130189.1,GCF_000987875.1,WP_000130189.1,tal,DP32_RS00045,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130189.1,GCF_000987875.1|WP_001003709.1,GCF_000987875.1,WP_001003709.1,tal,DP32_RS13960,transaldolase,transaldolase activity|0004801||IEA,"GO:0006098,GO:0004801,GO:0005737"
GCF_000597845.1|WP_000130217.1,GCF_000597845.1|WP_000130217.1,GCF_000597845.1,WP_000130217.1,rpoH,BU34_RS08140,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000599665.1|WP_000130217.1,GCF_000599665.1,WP_000130217.1,rpoH,CF58_RS21800,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000801165.1|WP_000130217.1,GCF_000801165.1,WP_000130217.1,rpoH,HW42_RS22685,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000801185.2|WP_000130217.1,GCF_000801185.2,WP_000130217.1,rpoH,HW43_RS22805,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000830035.1|WP_000130217.1,GCF_000830035.1,WP_000130217.1,rpoH,TH69_RS17280,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000833145.1|WP_000130217.1,GCF_000833145.1,WP_000130217.1,rpoH,SR36_RS17075,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000833635.2|WP_000130217.1,GCF_000833635.2,WP_000130217.1,rpoH,USML2_RS06305,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000952955.1|WP_000130217.1,GCF_000952955.1,WP_000130217.1,rpoH,ECRV308_RS17640,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000953515.1|WP_000130217.1,GCF_000953515.1,WP_000130217.1,rpoH,ECHMS174_RS19570,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000971615.1|WP_000130217.1,GCF_000971615.1,WP_000130217.1,rpoH,VK74_RS18060,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130217.1,GCF_000987875.1|WP_000130217.1,GCF_000987875.1,WP_000130217.1,rpoH,DP32_RS20125,RNA polymerase sigma factor RpoH,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0006355,GO:0003700,GO:0016987"
GCF_000597845.1|WP_000130305.1,GCF_000597845.1|WP_000130305.1,GCF_000597845.1,WP_000130305.1,clpX,BU34_RS04210,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000599665.1|WP_000130305.1,GCF_000599665.1,WP_000130305.1,clpX,CF58_RS05250,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000801165.1|WP_000130305.1,GCF_000801165.1,WP_000130305.1,clpX,HW42_RS06060,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000801185.2|WP_000130305.1,GCF_000801185.2,WP_000130305.1,clpX,HW43_RS05950,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000830035.1|WP_000130305.1,GCF_000830035.1,WP_000130305.1,clpX,TH69_RS02040,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000833145.1|WP_000130305.1,GCF_000833145.1,WP_000130305.1,clpX,SR36_RS02040,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000833635.2|WP_000130305.1,GCF_000833635.2,WP_000130305.1,clpX,USML2_RS22470,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000952955.1|WP_000130305.1,GCF_000952955.1,WP_000130305.1,clpX,ECRV308_RS02115,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000953515.1|WP_000130305.1,GCF_000953515.1,WP_000130305.1,clpX,ECHMS174_RS02260,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000971615.1|WP_000130305.1,GCF_000971615.1,WP_000130305.1,clpX,VK74_RS10515,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130305.1,GCF_000987875.1|WP_000130305.1,GCF_000987875.1,WP_000130305.1,clpX,DP32_RS02635,ATP-dependent protease ATP-binding subunit ClpX,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA","GO:0005524,GO:0051082,GO:0140662,GO:0009368"
GCF_000597845.1|WP_000130380.1,GCF_000597845.1|WP_000130380.1,GCF_000597845.1,WP_000130380.1,yhbW,BU34_RS09665,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000599665.1|WP_024230128.1,GCF_000599665.1,WP_024230128.1,yhbW,CF58_RS20350,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000801165.1|WP_000130380.1,GCF_000801165.1,WP_000130380.1,yhbW,HW42_RS21240,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000801185.2|WP_021293018.1,GCF_000801185.2,WP_021293018.1,yhbW,HW43_RS21170,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000830035.1|WP_000130385.1,GCF_000830035.1,WP_000130385.1,yhbW,TH69_RS15760,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000833145.1|WP_000130385.1,GCF_000833145.1,WP_000130385.1,yhbW,SR36_RS15555,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000833635.2|WP_000130380.1,GCF_000833635.2,WP_000130380.1,yhbW,USML2_RS07935,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000952955.1|WP_000130380.1,GCF_000952955.1,WP_000130380.1,yhbW,ECRV308_RS16100,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000953515.1|WP_000130380.1,GCF_000953515.1,WP_000130380.1,yhbW,ECHMS174_RS16115,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000971615.1|WP_000130380.1,GCF_000971615.1,WP_000130380.1,yhbW,VK74_RS19490,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130380.1,GCF_000987875.1|WP_000130380.1,GCF_000987875.1,WP_000130380.1,yhbW,DP32_RS18625,luciferase-like monooxygenase,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,GO:0016705
GCF_000597845.1|WP_000130621.1,GCF_000597845.1|WP_000130621.1,GCF_000597845.1,WP_000130621.1,tusA,BU34_RS08095,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000599665.1|WP_000130615.1,GCF_000599665.1,WP_000130615.1,tusA,CF58_RS21845,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000801165.1|WP_000130621.1,GCF_000801165.1,WP_000130621.1,tusA,HW42_RS22730,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000801185.2|WP_000130621.1,GCF_000801185.2,WP_000130621.1,tusA,HW43_RS22850,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000830035.1|WP_000130621.1,GCF_000830035.1,WP_000130621.1,tusA,TH69_RS17325,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000833145.1|WP_000130621.1,GCF_000833145.1,WP_000130621.1,tusA,SR36_RS17120,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000833635.2|WP_000130621.1,GCF_000833635.2,WP_000130621.1,tusA,USML2_RS06260,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000952955.1|WP_000130621.1,GCF_000952955.1,WP_000130621.1,tusA,ECRV308_RS17685,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000953515.1|WP_000130621.1,GCF_000953515.1,WP_000130621.1,tusA,ECHMS174_RS19525,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000971615.1|WP_000130621.1,GCF_000971615.1,WP_000130621.1,tusA,VK74_RS18015,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130621.1,GCF_000987875.1|WP_000130621.1,GCF_000987875.1,WP_000130621.1,tusA,DP32_RS20170,sulfurtransferase TusA,sulfur carrier activity|0097163||IEA,"GO:0002143,GO:0097163"
GCF_000597845.1|WP_000130843.1,GCF_000597845.1|WP_000130843.1,GCF_000597845.1,WP_000130843.1,mdtD,BU34_RS14650,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000599665.1|WP_000130874.1,GCF_000599665.1,WP_000130874.1,mdtD,CF58_RS14390,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000801165.1|WP_000130898.1,GCF_000801165.1,WP_000130898.1,mdtD,HW42_RS15555,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000801185.2|WP_000130873.1,GCF_000801185.2,WP_000130873.1,mdtD,HW43_RS14740,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000830035.1|WP_000130850.1,GCF_000830035.1,WP_000130850.1,mdtD,TH69_RS10435,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000833145.1|WP_000130850.1,GCF_000833145.1,WP_000130850.1,mdtD,SR36_RS10230,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000833635.2|WP_000130850.1,GCF_000833635.2,WP_000130850.1,mdtD,USML2_RS13650,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000952955.1|WP_000130850.1,GCF_000952955.1,WP_000130850.1,mdtD,ECRV308_RS10595,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000953515.1|WP_000130850.1,GCF_000953515.1,WP_000130850.1,mdtD,ECHMS174_RS10565,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000971615.1|WP_000130896.1,GCF_000971615.1,WP_000130896.1,mdtD,VK74_RS01290,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000987875.1|WP_000130850.1,GCF_000987875.1,WP_000130850.1,mdtD,DP32_RS12100,MFS transporter,,
GCF_000597845.1|WP_000130843.1,GCF_000597845.1|WP_001280852.1,GCF_000597845.1,WP_001280852.1,mdtD,BU34_RS23495,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000599665.1|WP_025211013.1,GCF_000599665.1,WP_025211013.1,mdtD,CF58_RS23550,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000801165.1|WP_001280838.1,GCF_000801165.1,WP_001280838.1,mdtD,HW42_RS00285,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000801185.2|WP_001280838.1,GCF_000801185.2,WP_001280838.1,mdtD,HW43_RS00285,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000830035.1|WP_001280852.1,GCF_000830035.1,WP_001280852.1,mdtD,TH69_RS18995,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000833145.1|WP_001280852.1,GCF_000833145.1,WP_001280852.1,mdtD,SR36_RS18805,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000833635.2|WP_001280852.1,GCF_000833635.2,WP_001280852.1,mdtD,USML2_RS04640,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000952955.1|WP_001280852.1,GCF_000952955.1,WP_001280852.1,mdtD,ECRV308_RS19230,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000953515.1|WP_001280852.1,GCF_000953515.1,WP_001280852.1,mdtD,ECHMS174_RS18020,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000971615.1|WP_001280838.1,GCF_000971615.1,WP_001280838.1,mdtD,VK74_RS16410,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000130843.1,GCF_000987875.1|WP_001280852.1,GCF_000987875.1,WP_001280852.1,mdtD,DP32_RS21915,multidrug transporter subunit MdtD,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000131314.1,GCF_000597845.1|WP_000131314.1,GCF_000597845.1,WP_000131314.1,tolQ,BU34_RS02835,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000599665.1|WP_000131314.1,GCF_000599665.1,WP_000131314.1,tolQ,CF58_RS06990,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000801165.1|WP_000131314.1,GCF_000801165.1,WP_000131314.1,tolQ,HW42_RS07725,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000801185.2|WP_000131314.1,GCF_000801185.2,WP_000131314.1,tolQ,HW43_RS07560,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000830035.1|WP_000131314.1,GCF_000830035.1,WP_000131314.1,tolQ,TH69_RS03590,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000833145.1|WP_000131314.1,GCF_000833145.1,WP_000131314.1,tolQ,SR36_RS03595,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000833635.2|WP_000131314.1,GCF_000833635.2,WP_000131314.1,tolQ,USML2_RS20905,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000952955.1|WP_000131314.1,GCF_000952955.1,WP_000131314.1,tolQ,ECRV308_RS03690,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000953515.1|WP_000131314.1,GCF_000953515.1,WP_000131314.1,tolQ,ECHMS174_RS03820,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000971615.1|WP_000131314.1,GCF_000971615.1,WP_000131314.1,tolQ,VK74_RS08860,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131314.1,GCF_000987875.1|WP_000131314.1,GCF_000987875.1,WP_000131314.1,tolQ,DP32_RS04070,Tol-Pal system protein TolQ,,
GCF_000597845.1|WP_000131702.1,GCF_000597845.1|WP_000131702.1,GCF_000597845.1,WP_000131702.1,fur,BU34_RS03130,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000599665.1|WP_000131702.1,GCF_000599665.1,WP_000131702.1,fur,CF58_RS06695,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000801165.1|WP_000131702.1,GCF_000801165.1,WP_000131702.1,fur,HW42_RS07450,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000801185.2|WP_000131702.1,GCF_000801185.2,WP_000131702.1,fur,HW43_RS07275,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000830035.1|WP_000131702.1,GCF_000830035.1,WP_000131702.1,fur,TH69_RS03275,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000833145.1|WP_000131702.1,GCF_000833145.1,WP_000131702.1,fur,SR36_RS03280,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000833635.2|WP_000131702.1,GCF_000833635.2,WP_000131702.1,fur,USML2_RS21205,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000952955.1|WP_000131702.1,GCF_000952955.1,WP_000131702.1,fur,ECRV308_RS03385,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000953515.1|WP_000131702.1,GCF_000953515.1,WP_000131702.1,fur,ECHMS174_RS03515,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000971615.1|WP_000131702.1,GCF_000971615.1,WP_000131702.1,fur,VK74_RS09140,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131702.1,GCF_000987875.1|WP_000131702.1,GCF_000987875.1,WP_000131702.1,fur,DP32_RS03775,ferric iron uptake transcriptional regulator,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000131719.1,GCF_000597845.1|WP_000131719.1,GCF_000597845.1,WP_000131719.1,mrdB,BU34_RS03355,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000599665.1|WP_000131719.1,GCF_000599665.1,WP_000131719.1,mrdB,CF58_RS06510,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000801165.1|WP_000131719.1,GCF_000801165.1,WP_000131719.1,mrdB,HW42_RS07225,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000801185.2|WP_000131719.1,GCF_000801185.2,WP_000131719.1,mrdB,HW43_RS07050,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000830035.1|WP_000131719.1,GCF_000830035.1,WP_000131719.1,mrdB,TH69_RS03050,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000833145.1|WP_000131719.1,GCF_000833145.1,WP_000131719.1,mrdB,SR36_RS03055,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000833635.2|WP_000131719.1,GCF_000833635.2,WP_000131719.1,mrdB,USML2_RS21435,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000952955.1|WP_000131719.1,GCF_000952955.1,WP_000131719.1,mrdB,ECRV308_RS03160,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000953515.1|WP_000131719.1,GCF_000953515.1,WP_000131719.1,mrdB,ECHMS174_RS03290,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000971615.1|WP_000131719.1,GCF_000971615.1,WP_000131719.1,mrdB,VK74_RS09365,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000987875.1|WP_000131719.1,GCF_000987875.1,WP_000131719.1,mrdB,DP32_RS03550,peptidoglycan glycosyltransferase MrdB,,
GCF_000597845.1|WP_000131719.1,GCF_000597845.1|WP_001295532.1,GCF_000597845.1,WP_001295532.1,ftsW,BU34_RS06150,cell division protein FtsW,,GO:0051301
GCF_000597845.1|WP_000131719.1,GCF_000599665.1|WP_001295532.1,GCF_000599665.1,WP_001295532.1,ftsW,CF58_RS03480,cell division protein FtsW,,GO:0051301
GCF_000597845.1|WP_000131719.1,GCF_000801165.1|WP_001295532.1,GCF_000801165.1,WP_001295532.1,ftsW,HW42_RS04175,cell division protein FtsW,,GO:0051301
GCF_000597845.1|WP_000131719.1,GCF_000801185.2|WP_001295532.1,GCF_000801185.2,WP_001295532.1,ftsW,HW43_RS04270,cell division protein FtsW,,GO:0051301
GCF_000597845.1|WP_000131719.1,GCF_000830035.1|WP_001295532.1,GCF_000830035.1,WP_001295532.1,ftsW,TH69_RS00470,cell division protein FtsW,,GO:0051301
GCF_000597845.1|WP_000131719.1,GCF_000833145.1|WP_001295532.1,GCF_000833145.1,WP_001295532.1,ftsW,SR36_RS00470,cell division protein FtsW,,GO:0051301
GCF_000597845.1|WP_000131719.1,GCF_000833635.2|WP_001295532.1,GCF_000833635.2,WP_001295532.1,ftsW,USML2_RS00610,cell division protein FtsW,,GO:0051301
